syndrome	score	normalized_score
DRAVET SYNDROME	2.6655187	100.0
CHILDHOOD ABSENCE EPILEPSY	1.521265784	57.07203569796753
MYOCLONIC-ASTASTIC EPILEPSY	1.2186896	45.7205421218767
EPILEPSY, FAMILIAL TEMPORAL LOBE, 3; ETL3	1.1936939999999998	44.78280343709462
MICROPHTHALMIA-BRAIN ATROPHY SYNDROME	1.1521162600000001	43.22296669687593
OBESITY	1.00390625	37.662697695574224
HEMIDYSTONIA-HEMIATROPHY SYNDROME	1.000541419	37.53646219026713
EHLERS-DANLOS SYNDROME, TYPE I	1.0	37.51615023372374
PLUMMER-VINSON SYNDROME	1.0	37.51615023372374
HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA	1.0	37.51615023372374
DIABETES MELLITUS, NONINSULIN-DEPENDENT	1.0	37.51615023372374
CEREBELLAR ATAXIA, AREFLEXIA, PES CAVUS, OPTIC ATROPHY, AND SENSORINEURAL HEARING LOSS; CAPOS	1.0	37.51615023372374
PAROXYSMAL KINESIGENIC DYSKINESIA	1.0	37.51615023372374
MYOCLONIC EPILEPSY OF LAFORA	0.93444076	35.05661993667499
FEMALE RESTRICTED EPILEPSY WITH INTELLECTUAL DISABILITY	0.91443075	34.305921395336675
LAFORA DISEASE	0.7715289599999999	28.944796373028638
EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOMAL DOMINANT	0.7706170999999999	28.910586896276513
EARLY MYOCLONIC ENCEPHALOPATHY	0.70941035	26.61434526795854
ALACRIMIA-CHOREOATHETOSIS-LIVER DYSFUNCTION SYNDROME	0.69456067	26.05724244215582
ROLANDIC EPILEPSY	0.6461769	24.242069657961885
GENERALIZED EPILEPSY WITH FEBRILE SEIZURES-PLUS	0.5939684000000001	22.28340772848452
NORMOSMIC CONGENITAL HYPOGONADOTROPIC HYPOGONADISM	0.5833333	21.884419719133845
SPORADIC INFANTILE BILATERAL STRIATAL NECROSIS	0.5555556	20.842307352786534
172500 PHOTOMYOCLONUS, DIABETES MELLITUS, DEAFNESS, NEPHROPATHY, AND CEREBRALDYSFUNCTION;;HERRMANN SYNDROME	0.5333330000000001	20.00860095260259
EPILEPSY, FAMILIAL TEMPORAL LOBE, 4	0.527027	19.772024109228724
DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM	0.517787982	19.425411721928647
ISOLATED SUCCINATE-COQ REDUCTASE DEFICIENCY	0.515429128	19.336916600885225
XQ12-Q13.3 DUPLICATION SYNDROME	0.511011184	19.17117235005705
46,XY DISORDER OF SEX DEVELOPMENT-ADRENAL INSUFFICIENCY DUE TO CYP11A1 DEFICIENCY	0.50969036	19.121620118440738
INHERITED ISOLATED ADRENAL INSUFFICIENCY DUE TO PARTIAL CYP11A1 DEFICIENCY	0.50969036	19.121620118440738
EPILEPSY, BENIGN NEONATAL, 2	0.50704225	19.022273225845314
IDIOPATHIC INTRACRANIAL HYPERTENSION	0.50390625	18.904622578712356
NON-PROGRESSIVE CEREBELLAR ATAXIA WITH INTELLECTUAL DISABILITY	0.5030581	18.872803255891622
INTELLECTUAL DISABILITY-CRANIOFACIAL DYSMORPHISM-CRYPTORCHIDISM SYNDROME	0.501811934	18.826051905019465
MYASTHENIC SYNDROME, CONGENITAL, 4A, SLOW-CHANNEL; CMS4A	0.500961538	18.794148320925306
PITUITARY DEFICIENCY DUE TO EMPTY SELLA TURCICA SYNDROME	0.500541419	18.778387073405263
CREST SYNDROME	0.5	18.75807511686187
PAROXYSMAL HEMICRANIA	0.5	18.75807511686187
MYASTHENIC SYNDROME, CONGENITAL, 6, PRESYNAPTIC; CMS6	0.5	18.75807511686187
RESTRICTIVE DERMOPATHY	0.5	18.75807511686187
RHYNS SYNDROME	0.5	18.75807511686187
ISPD-RELATED  LIMB-GIRDLE MUSCULAR DYSTROPHY R20	0.5	18.75807511686187
EHLERS-DANLOS SYNDROME, VASCULAR TYPE; EDSVASC	0.5	18.75807511686187
EPILEPSY, FAMILIAL TEMPORAL LOBE, 7; ETL7	0.5	18.75807511686187
BULIMIA NERVOSA, SUSCEPTIBILITY TO, 1	0.5	18.75807511686187
INHALATIONAL ANTHRAX	0.5	18.75807511686187
