syndrome	score	normalized_score
+173470 INTEGRIN, BETA-3; ITGB3;;PLATELET GLYCOPROTEIN IIIa; GP3A;;GP IIIa;;PLATELET FIBRINOGEN RECEPTOR, BETA SUBUNIT;;CD61THROMBOCYTOPENIA, NEONATAL ALLOIMMUNE, INCLUDED; NAIT, INCLUDED;;POSTTRANSFUSION PURPURA, INCLUDED; PTP, INCLUDED	2.0	100.0
MYOCLONIC EPILEPSY OF LAFORA	1.5181308	75.90654
172500 PHOTOMYOCLONUS, DIABETES MELLITUS, DEAFNESS, NEPHROPATHY, AND CEREBRALDYSFUNCTION;;HERRMANN SYNDROME	1.5	75.0
HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME	1.4926588820000002	74.6329441
#604004 MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 1; MLC1;;VACUOLATING MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS;;LVM;;VL;;LEUKOENCEPHALOPATHY WITH SWELLING AND CYSTS;;VAN DER KNAAP DISEASE	1.334248751	66.71243755
D-2-HYDROXYGLUTARIC ACIDURIA 1	1.3112836330000002	65.56418165000001
EPILEPSY, FAMILIAL TEMPORAL LOBE, 3; ETL3	1.3055556	65.27777999999999
3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY	1.1	55.00000000000001
ENCEPHALOPATHY, AXONAL, WITH NECROTIZING MYOPATHY, CARDIOMYOPATHY, AND CATARACTS	1.0833333	54.166665
LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD	1.0833333	54.166665
CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL; CCHS	1.0819398	54.09699
#257300 MOSAIC VARIEGATED ANEUPLOIDY SYNDROME 1; MVA1;;MVA SYNDROME	1.05660395	52.8301975
ABLEPHARON-MACROSTOMIA SYNDROME	1.0465270800000002	52.32635400000001
DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM	1.0450931620000001	52.25465810000001
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH	1.034881623	51.74408115
MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1	1.0347493730000001	51.737468650000004
MOWAT-WILSON SYNDROME; MOWS	1.021276171	51.06380855
TRANSSEXUALITY	1.0188679	50.943395
#133540 COCKAYNE SYNDROME, TYPE B; CSB;;CKN2	1.014611321	50.73056605
MEVALONIC ACIDURIA; MEVA	1.013772082	50.6886041
#609242 KANZAKI DISEASE;;ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE II;;ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, ADULT-ONSET;;NAGA DEFICIENCY, TYPE II;;SCHINDLER DISEASE, TYPE II	1.0133333	50.666665
#158350 COWDEN SYNDROME 1; CWS1;;CS; CD;;MULTIPLE HAMARTOMA SYNDROME; MHAMDYSPLASTIC GANGLIOCYTOMA OF THE CEREBELLUM, INCLUDED;;CEREBELLOPARENCHYMAL DISORDER VI, INCLUDED; CPD6, INCLUDED;;CEREBELLAR GRANULE CELL HYPERTROPHY AND MEGALENCEPHALY, INCLUDED;;LHERMITTE-DUCLOS DISEASE, INCLUDED; LDD, INCLUDED;;PROTEUS-LIKE SYNDROME, INCLUDED	1.010768643	50.53843215
CLEFT PALATE, PSYCHOMOTOR RETARDATION, AND DISTINCTIVE FACIAL FEATURES	1.0074768920000001	50.373844600000005
WOLMAN DISEASE WITH HYPOLIPOPROTEINEMIA AND ACANTHOCYTOSIS	1.00724638	50.362319
FRONTONASAL DYSPLASIA 1; FND1	1.00704225	50.352112500000004
HAMAMY SYNDROME; HMMS	1.00591716	50.295858
LEUKOCYTE ADHESION DEFICIENCY, TYPE III	1.00440529	50.2202645
SPLENOPORTAL VASCULAR ANOMALIES	1.00440529	50.2202645
MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1	1.001759633	50.08798165
HYDROXYKYNURENINURIA	1.000843882	50.0421941
DEAFNESS, AUTOSOMAL DOMINANT 34, WITH OR WITHOUT INFLAMMATION; DFNA34	1.0	50.0
PHEOCHROMOCYTOMA	1.0	50.0
PHEOCHROMOCYTOMA--ISLET CELL TUMOR SYNDROME	1.0	50.0
PERIPHERAL NEUROPATHY, ATAXIA, FOCAL NECROTIZING ENCEPHALOPATHY, AND	1.0	50.0
HEPATOCELLULAR CARCINOMA	1.0	50.0
XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF	1.0	50.0
EPILEPSY, ROLANDIC, WITH PAROXYSMAL EXERCISE-INDUCED DYSTONIA AND WRITER'S CRAMP; EPRPDC	1.0	50.0
AGENESIS OF CEREBRAL WHITE MATTER	1.0	50.0
#615207 IL21R IMMUNODEFICIENCY	1.0	50.0
PORTAL VEIN, CAVERNOUS TRANSFORMATION OF	1.0	50.0
WILSON DISEASE	1.0	50.0
EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOMAL DOMINANT	0.9484126	47.42063
#225750 AICARDI-GOUTIERES SYNDROME 1; AGS1;;AGS;;ENCEPHALOPATHY, FAMILIAL INFANTILE, WITH INTRACRANIAL CALCIFICATIONAND CHRONIC CEREBROSPINAL FLUID LYMPHOCYTOSIS;;CREE ENCEPHALITIS;;PSEUDOTOXOPLASMOSIS SYNDROMEAICARDI-GOUTIERES SYNDROME 1, AUTOSOMAL DOMINANT, INCLUDED	0.885629003	44.28145015
LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1; XLP1	0.86008711	43.0043555
%600176 PACHYGYRIA WITH MENTAL RETARDATION, SEIZURES, AND ARACHNOID CYSTS;;PACHYGYRIA WITH MENTAL RETARDATION AND SEIZURES	0.765549782	38.277489100000004
EPILEPSY, FAMILIAL TEMPORAL LOBE, 4	0.6388886	31.94443
HALOTHANE HEPATITIS	0.6147059	30.735295
CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY; CARASIL	0.6065888	30.32944
LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3	0.604323733	30.216186649999997
#300755 AGAMMAGLOBULINEMIA, X-LINKED; XLA;;BRUTON-TYPE AGAMMAGLOBULINEMIA;;AGAMMAGLOBULINEMIA, X-LINKED, TYPE 1; AGMX1;;IMMUNODEFICIENCY 1; IMD1HYPOGAMMAGLOBULINEMIA, X-LINKED, INCLUDED	0.60304878	30.152438999999998
BARE LYMPHOCYTE SYNDROME, TYPE II	0.6	30.0
#307200 ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III; IGHD3;;IGHD III;;GROWTH HORMONE DEFICIENCY WITH HYPOGAMMAGLOBULINEMIA;;HYPOGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;AGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;FLEISHER SYNDROME	0.6	30.0
HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 2; IHPRF2	0.586463381	29.323169049999997
MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2A; MLC2A	0.5842487510000001	29.212437550000004
MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS 2B, REMITTING, WITH OR WITHOUT MENTAL RETARDATION; MLC2B	0.583333	29.16665
RADIOULNAR SYNOSTOSIS WITH AMEGAKARYOCYTIC THROMBOCYTOPENIA	0.583333	29.16665
THROMBOCYTOPENIA 1	0.583333	29.16665
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4	0.57455043	28.727521499999998
FOCAL CORTICAL DYSPLASIA OF TAYLOR	0.5555556	27.777780000000003
#612951 LEUKOENCEPHALOPATHY, CYSTIC, WITHOUT MEGALENCEPHALY	0.546451131	27.322556549999998
COMBINED SAPOSIN DEFICIENCY	0.54645102	27.322551
MITOCHONDRIAL DNA DEPLETION SYNDROME 7 (HEPATOCEREBRAL TYPE)	0.5425580000000001	27.127900000000004
#121200 SEIZURES, BENIGN FAMILIAL NEONATAL, 1; BFNS1EPILEPSY, BENIGN NEONATAL, 1, AND/OR MYOKYMIA, INCLUDED;;SEIZURES, BENIGN FAMILIAL NEONATAL, 1, AND/OR MYOKYMIA, INCLUDED	0.537771982	26.8885991
GASTROINTESTINAL DEFECTS AND IMMUNODEFICIENCY SYNDROME; GIDID	0.5357143	26.785715
TRICHOHEPATOENTERIC SYNDROME 1	0.5333333	26.666665000000002
Congenital disorder of glycosylation, type IIh	0.532532282	26.6266141
AICARDI-GOUTIERES SYNDROME 5	0.529781502	26.489075099999997
MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)	0.526958162	26.3479081
EPILEPSY, BENIGN NEONATAL, 2	0.5147059	25.735295
IMMUNODEFICIENCY WITH HYPER-IGM, TYPE 1	0.51008711	25.5043555
#614265 COMBINED MALONIC AND METHYLMALONIC ACIDURIA; CMAMMA	0.508090262	25.4045131
MULTISYSTEMIC SMOOTH MUSCLE DYSFUNCTION SYNDROME	0.50680272	25.340136
IMMUNODEFICIENCY 36; IMD36	0.50440529	25.2202645
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu; CDG1U	0.504247193	25.21235965
MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE	0.503331442	25.1665721
INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD	0.501759633	25.087981650000003
LEUKODYSTROPHY, HYPOMYELINATING, 5; HLD5	0.5017596329999999	25.087981649999996
AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE II	0.500915751	25.04578755
CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	0.500915751	25.04578755
#603285 CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3	0.500915751	25.04578755
IMMUNE DEFICIENCY DISEASE	0.5	25.0
ENCEPHALOPATHY, RECURRENT, OF CHILDHOOD	0.5	25.0
EPILEPSY, PHOTOGENIC, WITH SPASTIC DIPLEGIA AND MENTAL RETARDATION	0.5	25.0
PYLORIC STENOSIS, INFANTILE HYPERTROPHIC 1	0.5	25.0
PHLEBECTASIA OF LIPS	0.5	25.0
BRANCHIOOTORENAL SYNDROME 1	0.5	25.0
247150 LIP PRINTS	0.5	25.0
ATHEROSCLEROSIS, PREMATURE, WITH DEAFNESS, NEPHROPATHY, DIABETES MELLITUS,PHOTOMYOCLONUS, AND DEGENERATIVE NEUROLOGIC DISEASE	0.5	25.0
EPILEPSY, FAMILIAL TEMPORAL LOBE, 7; ETL7	0.5	25.0
#300672 EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2; EIEE2;;INFANTILE SPASM SYNDROME, X-LINKED 2; ISSX2	0.49992053299999994	24.996026649999997
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 52; EIEE52	0.49956068200000003	24.978034100000002
#604403 GENERALIZED EPILEPSY WITH FEBRILE SEIZURES PLUS, TYPE 2; GEFSP2;;GEFS+, TYPE 2; GEFS+2FEBRILE SEIZURES, FAMILIAL, 3A, INCLUDED; FEB3A, INCLUDED	0.46636890000000003	23.318445
PARAGANGLIOMAS 4	0.458333	22.91665
CENTRALOPATHIC EPILEPSY	0.4484126	22.42063
SEIZURES, BENIGN FAMILIAL INFANTILE, 3; BFIS3	0.4484126	22.42063
SEIZURES, BENIGN FAMILIAL INFANTILE, 1; BFIS1	0.4484126	22.42063
LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP	0.416667	20.83335
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 25, WITH AMELOGENESIS IMPERFECTA; EIEE25	0.395164382	19.758219099999998
HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 3; IHPRF3	0.389745461	19.487273050000002
#230600 GM1-GANGLIOSIDOSIS, TYPE II;;GANGLIOSIDOSIS, GENERALIZED GM1, JUVENILE TYPE;;GANGLIOSIDOSIS, GENERALIZED GM1, TYPE II;;GANGLIOSIDOSIS, GENERALIZED GM1, TYPE 2GANGLIOSIDOSIS, GENERALIZED GM1, LATE-INFANTILE TYPE, INCLUDED	0.38683710000000004	19.341855000000002
PSEUDOXANTHOMA ELASTICUM; PXE	0.38361402	19.180701
#605751 SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2;;CONVULSIONS, BENIGN FAMILIAL INFANTILE, 2; BFIC2	0.3824787	19.123935
#602066 CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS;ICCA;;INFANTILE CONVULSIONS AND PAROXYSMAL CHOREOATHETOSIS, FAMILIAL;;ICCA SYNDROME;;PAROXYSMAL KINESIGENIC DYSKINESIA WITH INFANTILE CONVULSIONS; PKD/IC	0.3824787	19.123935
#267000 PERLMAN SYNDROME; PRLMNS;;RENAL HAMARTOMAS, NEPHROBLASTOMATOSIS, AND FETAL GIGANTISM;;NEPHROBLASTOMATOSIS, FETAL ASCITES, MACROSOMIA, AND WILMS TUMOR	0.379680632	18.9840316
EPILEPSY WITH GRAND MAL SEIZURES ON AWAKENING	0.3752738	18.76369
EPILEPSY, JUVENILE ABSENCE	0.3752738	18.76369
CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK	0.372024453	18.60122265
AICARDI SYNDROME; AIC	0.3704545	18.522725
MITOCHONDRIAL DNA DEPLETION SYNDROME 1 (MNGIE TYPE); MTDPS1	0.36383518	18.191758999999998
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 34; EIEE34	0.362568782	18.128439099999998
EPILEPSY, FAMILIAL TEMPORAL LOBE, 2; ETL2	0.3613516	18.06758
#607682 EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9; EIG9EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 6, INCLUDED; EJM6,INCLUDED	0.3596488	17.98244
ALSTROM SYNDROME; ALMS	0.35956970200000005	17.978485100000004
RIGIDITY AND MULTIFOCAL SEIZURE SYNDROME, LETHAL NEONATAL; RMFSL	0.355719042	17.7859521
EPILEPSY, FAMILIAL ADULT MYOCLONIC, 5; FAME5	0.3480389	17.401944999999998
PROPIONIC ACIDEMIA	0.34802083300000003	17.40104165
SHORT STATURE, MICROCEPHALY, AND ENDOCRINE DYSFUNCTION; SSMED	0.34314282199999996	17.157141099999997
#608709 LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD;;APLD, SUSCEPTIBILITY TO;;BARRAQUER-SIMONS SYNDROME;;LIPODYSTROPHY, CEPHALOTHORACIC TYPE;;LIPODYSTROPHY, PARTIAL, PROGRESSIVE	0.34234201	17.1171005
EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19; EIEE19	0.341619382	17.0809691
DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED	0.341495131	17.07475655
DIABETES INSIPIDUS, NEPHROGENIC, AUTOSOMAL	0.341495131	17.07475655
AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGENITAL	0.33901482	16.950741
MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5	0.337580193	16.87900965
AMINOACYLASE 1 DEFICIENCY; ACY1D	0.33509263300000003	16.75463165
CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 2; CADASIL2	0.334248751	16.71243755
MUSCULAR DYSTROPHY, CONGENITAL MEROSIN-DEFICIENT, 1A; MDC1A	0.334248751	16.71243755
#300860 MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN;;MENTAL RETARDATION, X-LINKED, SYNDROMIC 30; MRXS30	0.334248751	16.71243755
NEURAMINIDASE DEFICIENCY WITH BETA-GALACTOSIDASE DEFICIENCY	0.334248751	16.71243755
DANDY-WALKER MALFORMATION WITH POSTAXIAL POLYDACTYLY	0.333333	16.66665
SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE; SPG5A	0.333333	16.66665
GRANGE SYNDROME; GRNG	0.333333	16.66665
IMMUNODEFICIENCY 46; IMD46	0.333333	16.66665
PARAGANGLIOMAS 1	0.333333	16.66665
FIBROMUSCULAR DYSPLASIA OF ARTERIES	0.333333	16.66665
PSEUDO-VON WILLEBRAND DISEASE	0.333333	16.66665
PARAGANGLIOMAS 3	0.333333	16.66665
