syndrome	score	normalized_score
LEPTIN DEFICIENCY OR DYSFUNCTION	1.0	100.0
MENTAL RETARDATION, X-LINKED, SYNDROMIC 33	0.5090089059999999	50.90089059999999
MITOCHONDRIAL DNA DEPLETION SYNDROME 14	0.5	50.0
MARFAN LIPODYSTROPHY SYNDROME; MFLS	0.05154317	5.154317
CARDIOFACIOCUTANEOUS SYNDROME 1; CFC1	0.043243755999999994	4.3243756
MACROCEPHALY, DYSMORPHIC FACIES, AND PSYCHOMOTOR RETARDATION; MDFPMR	0.036471956	3.6471956
SMITH-LEMLI-OPITZ SYNDROME; SLOS	0.034645736	3.4645736000000005
MARSHALL-SMITH SYNDROME; MRSHSS	0.033093155	3.3093155
CLARK-BARAITSER SYNDROME	0.032895316	3.2895316
ATKIN-FLAITZ SYNDROME	0.032050721000000004	3.2050721000000006
TEMPLE SYNDROME	0.03011981	3.011981
NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT ANOMALIES OF THE BRAIN, EYE, OR HEART; NEDBEH	0.029492391000000003	2.9492391000000002
PHELAN-MCDERMID SYNDROME; PHMDS	0.029492391000000003	2.9492391000000002
HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY	0.029223396000000002	2.9223396000000004
CAMPTODACTYLY, TALL STATURE, AND HEARING LOSS SYNDROME	0.028307645000000003	2.8307645000000003
BARTTER SYNDROME, ANTENATAL, TYPE 2	0.028303515999999997	2.8303515999999997
TATTON-BROWN-RAHMAN SYNDROME; TBRS	0.027873936000000002	2.7873936
CREATINE DEFICIENCY SYNDROME, X-LINKED	0.027873936000000002	2.7873936
CHROMOSOME 17Q11.2 DELETION SYNDROME, 1.4-MB	0.027873936000000002	2.7873936
MENTAL RETARDATION, X-LINKED, SYNDROMIC, SNYDER-ROBINSON TYPE	0.027873936000000002	2.7873936
MYOPATHY, MYOFIBRILLAR, 8; MFM8	0.027463050000000003	2.7463050000000004
LOEYS-DIETZ SYNDROME 5	0.027463050000000003	2.7463050000000004
MARFAN SYNDROME; MFS	0.027463050000000003	2.7463050000000004
DEVELOPMENTAL DELAY WITH VARIABLE INTELLECTUAL IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; DDVIBA	0.027029341000000002	2.7029341000000002
COHEN-GIBSON SYNDROME; COGIS	0.026958185000000003	2.6958185
AUTISM, SUSCEPTIBILITY TO, 18	0.026760346	2.6760346
#117550 SOTOS SYNDROME 1; SOTOS1;;SOTOS SYNDROME;;CEREBRAL GIGANTISM;;CHROMOSOME 5q35 DELETION SYNDROME	0.026760346	2.6760346
EHLERS-DANLOS SYNDROME, TYPE VI	0.026113590000000002	2.611359
JOUBERT SYNDROME 32; JBTS32	0.026113590000000002	2.611359
GABA-TRANSAMINASE DEFICIENCY	0.025915751	2.5915751
