syndrome	score	normalized_score
VITAMIN D-DEPENDENT RICKETS, TYPE 2B, WITH NORMAL VITAMIN D RECEPTOR	1.3749997	100.0
HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 6	1.01071948	73.50688731059358
#158350 COWDEN SYNDROME 1; CWS1;;CS; CD;;MULTIPLE HAMARTOMA SYNDROME; MHAMDYSPLASTIC GANGLIOCYTOMA OF THE CEREBELLUM, INCLUDED;;CEREBELLOPARENCHYMAL DISORDER VI, INCLUDED; CPD6, INCLUDED;;CEREBELLAR GRANULE CELL HYPERTROPHY AND MEGALENCEPHALY, INCLUDED;;LHERMITTE-DUCLOS DISEASE, INCLUDED; LDD, INCLUDED;;PROTEUS-LIKE SYNDROME, INCLUDED	1.0	72.72728859504478
NEPHROTIC SYNDROME, TYPE 1; NPHS1	1.0	72.72728859504478
TRICHOHEPATOENTERIC SYNDROME 1	0.51361532	37.353849604476274
MECKEL SYNDROME, TYPE 1; MKS1	0.50943477	37.049809538140266
ECTODERMAL DYSPLASIA 11B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD11B	0.50290698	36.575061070922416
ECTODERMAL DYSPLASIA 11A, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL DOMINANT; ECTD11A	0.5	36.36364429752239
VISCERAL MYOPATHY, FAMILIAL, WITH EXTERNAL OPHTHALMOPLEGIA	0.5	36.36364429752239
#226600 EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE; RDEB;;DYSTROPHIC EPIDERMOLYSIS BULLOSA, AUTOSOMAL RECESSIVE;;EPIDERMOLYSIS BULLOSA DYSTROPHICA, HALLOPEAU-SIEMENS TYPE; EBR1EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE, LOCALISATAVARIANT, INCLUDED;;EPIDERMOLYSIS BULLOSA DYSTROPHICA INVERSA, AUTOSOMAL RECESSIVE, INCLUDED	0.5	36.36364429752239
SPONDYLOEPIPHYSEAL DYSPLASIA WITH CONGENITAL JOINT DISLOCATIONS	0.3529408	25.66842741856598
CHONDROITIN-6-SULFATURIA, DEFECTIVE CELLULAR IMMUNITY, NEPHROTIC SYNDROME	0.333333	24.242405289252062
CYSTINOSIS, NEPHROPATHIC; CTNS	0.25384615	18.461542209791027
HYPERPARATHYROIDISM 2	0.25	18.181822148761196
DYSTONIA 6, TORSION	0.25	18.181822148761196
#215400 CHORDOMA, SUSCEPTIBILITY TO; CHDM	0.25	18.181822148761196
METAPHYSEAL CHONDRODYSPLASIA, SPAHR TYPE	0.25	18.181822148761196
RAJAB INTERSTITIAL LUNG DISEASE WITH BRAIN CALCIFICATIONS; RILDBC	0.2494792	18.1439457768609
BONE MARROW FAILURE SYNDROME 3; BMFS3	0.20381679	14.823042506845638
#600802 SEVERE COMBINED IMMUNODEFICIENCY, AUTOSOMAL RECESSIVE, T CELL-NEGATIVE,B CELL-POSITIVE, NK CELL-NEGATIVE;;SCID, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-NEGATIVE	0.2	14.545457719008958
PYLE DISEASE; PYL	0.2	14.545457719008958
#606764 GASTROINTESTINAL STROMAL TUMOR; GIST	0.2	14.545457719008958
COMPLEMENT HYPERACTIVATION, ANGIOPATHIC THROMBOSIS, AND PROTEIN-LOSING ENTEROPATHY; CHAPLE	0.2	14.545457719008958
#615279 CARDIOFACIOCUTANEOUS SYNDROME 3; CFC3	0.2	14.545457719008958
TRICHOTHIODYSTROPHY 1, PHOTOSENSITIVE; TTD1	0.2	14.545457719008958
OSTEOGENESIS IMPERFECTA, TYPE IV	0.2	14.545457719008958
#266600 INFLAMMATORY BOWEL DISEASE 1; IBD1REGIONAL ENTERITIS, INCLUDED;;CROHN DISEASE, INCLUDED;;ULCERATIVE COLITIS, INCLUDED;;CROHN DISEASE-ASSOCIATED GROWTH FAILURE, SUSCEPTIBILITY TO, INCLUDED	0.2	14.545457719008958
HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY	0.12884615	9.370631135410429
#500009 MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT; MMIT;;MITOCHONDRIAL MYOPATHY, INFANTILE, TRANSIENT, DUE TO RESPIRATORY CHAINDEFICIENCY;;COX DEFICIENCY MYOPATHY, INFANTILE, TRANSIENT;;RESPIRATORY CHAIN DEFICIENCY, INFANTILE, TRANSIENT	0.125	9.090911074380598
CARNITINE DEFICIENCY, SYSTEMIC PRIMARY	0.125	9.090911074380598
CARNITINE DEFICIENCY, MYOPATHIC	0.125	9.090911074380598
#611283 ISOBUTYRYL-CoA DEHYDROGENASE DEFICIENCY;;IBD DEFICIENCY;;ACYL-CoA DEHYDROGENASE FAMILY, MEMBER 8, DEFICIENCY OF;;ACAD8 DEFICIENCY	0.125	9.090911074380598
HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL RECESSIVE	0.125	9.090911074380598
ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF	0.125	9.090911074380598
3-HYDROXY-3-METHYLGLUTARYL-CoA LYASE DEFICIENCY; HMGCLD	0.125	9.090911074380598
ACYL-COA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF	0.125	9.090911074380598
HYPOPHOSPHATEMIC RICKETS, X-LINKED RECESSIVE	0.125	9.090911074380598
OSTEOGENESIS IMPERFECTA, TYPE X	0.1078125	7.840910801653266
CHOPS SYNDROME; CHOPS	0.10561798	7.681309312285668
AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM; ADMFD	0.10384615000000001	7.55244892053431
BLOOM SYNDROME	0.10381679	7.55031364734116
#170100 PROLIDASE DEFICIENCY	0.10290698000000001	7.484145632904503
