syndrome	score	normalized_score
MONOCARBOXYLATE TRANSPORTER 1 DEFICIENCY; MCT1D	1.0	100.0
PROPROTEIN CONVERTASE 1/3 DEFICIENCY	1.0	100.0
FRAGILE X MENTAL RETARDATION SYNDROME	0.5	50.0
ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF	0.5	50.0
#608836 CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL;;CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, NEONATAL;;CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, ANTENATAL;;CPT II DEFICIENCY, LETHAL NEONATAL;;CPT2 DEFICIENCY, LETHAL NEONATAL	0.5	50.0
CHOREA, CHILDHOOD-ONSET, WITH PSYCHOMOTOR RETARDATION	0.5	50.0
CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY	0.45	45.0
MITOCHONDRIAL TRIFUNCTIONAL PROTEIN DEFICIENCY; MTPD	0.45	45.0
3-HYDROXYACYL-CoA DEHYDROGENASE DEFICIENCY	0.30000000000000004	30.000000000000004
DYSTONIA 6, TORSION	0.25	25.0
PHENYLKETONURIA	0.25	25.0
METAPHYSEAL CHONDRODYSPLASIA, SPAHR TYPE	0.25	25.0
HYPERPARATHYROIDISM 2	0.25	25.0
THORACOLARYNGOPELVIC DYSPLASIA	0.25	25.0
#215400 CHORDOMA, SUSCEPTIBILITY TO; CHDM	0.25	25.0
#604367 LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 3; FPLD3;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PPARG MUTATIONS	0.230303	23.0303
#262600 PITUITARY HORMONE DEFICIENCY, COMBINED, 2; CPHD2;;PANHYPOPITUITARISM;;ATELIOTIC DWARFISM WITH HYPOGONADISM;;PITUITARY DWARFISM III;;HANHART DWARFISM	0.211111	21.1111
CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, INFANTILE	0.2	20.0
134780 FEMORAL-FACIAL SYNDROME; FFS;;FEMORAL HYPOPLASIA-UNUSUAL FACIES SYNDROME; FHUFS	0.2	20.0
#610768 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Im; CDG1M;;CDG Im; CDGIm;;DOLICHOL KINASE DEFICIENCY;;DK1 DEFICIENCY	0.2	20.0
MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 13	0.2	20.0
266910 RENAL DYSPLASIA-LIMB DEFECTS SYNDROME;;RL SYNDROME	0.2	20.0
DIABETES MELLITUS, TRANSIENT NEONATAL, 3	0.2	20.0
CARNITINE DEFICIENCY, SYSTEMIC PRIMARY	0.17777810000000002	17.777810000000002
MICROCEPHALY, SHORT STATURE, AND IMPAIRED GLUCOSE METABOLISM 2	0.16921153	16.921153
INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD	0.166667	16.666700000000002
#607398 GLUCOCORTICOID DEFICIENCY 2; GCCD2;;FAMILIAL GLUCOCORTICOID DEFICIENCY 2; FGD2	0.166667	16.666700000000002
#202200 GLUCOCORTICOID DEFICIENCY 1; GCCD1;;FAMILIAL GLUCOCORTICOID DEFICIENCY 1; FGD1;;ADRENAL UNRESPONSIVENESS TO ACTH;;ACTH RESISTANCE	0.166667	16.666700000000002
%609197 GLUCOCORTICOID DEFICIENCY 3; GCCD3;;FAMILIAL GLUCOCORTICOID DEFICIENCY 3; FGD3;;GLUCOCORTICOID DEFICIENCY 2, FORMERLY; GCCD2, FORMERLY	0.166667	16.666700000000002
HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3; HHF3	0.1116279	11.162790000000001
GLYCOGEN STORAGE DISEASE OF HEART, LETHAL CONGENITAL	0.11111099999999999	11.111099999999999
BECKWITH-WIEDEMANN SYNDROME	0.11111099999999999	11.111099999999999
HYPOTONIA-CYSTINURIA SYNDROME	0.11111099999999999	11.111099999999999
#240900 HYPOINSULINEMIC HYPOGLYCEMIA WITH HEMIHYPERTROPHY; HIHGHH	0.11111099999999999	11.111099999999999
#300867 KABUKI SYNDROME 2; KABUK2	0.11111099999999999	11.111099999999999
#223360 DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL;;NOREPINEPHRINE DEFICIENCY;;NORADRENALINE DEFICIENCY	0.11111099999999999	11.111099999999999
GLYCOGEN STORAGE DISEASE 0, LIVER	0.11111099999999999	11.111099999999999
HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 5; HHF5	0.1	10.0
HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 4; HHF4	0.1	10.0
