syndrome	score	normalized_score
LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT; ADLD	2.5	100.0
#168300 PARAMYOTONIA CONGENITA OF VON EULENBURG; PMC;;PARALYSIS PERIODICA PARAMYOTONICAPARAMYOTONIA CONGENITA WITHOUT COLD PARALYSIS, INCLUDED	1.75555556	70.2222224
MYOTONIA CONGENITA, AUTOSOMAL DOMINANT	1.75	70.0
MIYOSHI MUSCULAR DYSTROPHY 1; MMD1	1.333333	53.33332000000001
MYOTONIA CONGENITA, AUTOSOMAL RECESSIVE	1.25555556	50.22222239999999
NEMALINE MYOPATHY 7; NEM7	1.1457757	45.831027999999996
INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS; CIPA	1.125	45.0
BARTH SYNDROME; BTHS	1.04020399	41.6081596
SALT AND PEPPER DEVELOPMENTAL REGRESSION SYNDROME; SPDRS	1.02479028	40.9916112
MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 5	1.0	40.0
RIPPLING MUSCLE DISEASE; RMD	1.0	40.0
BUTYRYLCHOLINESTERASE	1.0	40.0
#604715 ORTHOSTATIC INTOLERANCE;;NEUROCIRCULATORY ASTHENIA;;MITRAL VALVE PROLAPSE SYNDROME;;IRRITABLE HEART;;SOLDIERS HEART	1.0	40.0
SHORT STATURE, OPTIC NERVE ATROPHY, AND PELGER-HUET ANOMALY; SOPH	1.0	40.0
RIPPLING MUSCLE DISEASE 1; RMD1	1.0	40.0
GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17	1.0	40.0
YOU-HOOVER-FONG SYNDROME; YHFS	1.0	40.0
HORNER SYNDROME, CONGENITAL	1.0	40.0
ENCEPHALOPATHY, AXONAL, WITH NECROTIZING MYOPATHY, CARDIOMYOPATHY, AND CATARACTS	1.0	40.0
ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED; XHED	1.0	40.0
SYRINGOMYELIA, ISOLATED	0.666667	26.66668
#255320 MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA;;MINICORE MYOPATHY;;MULTICORE MYOPATHY;;MULTIMINICORE MYOPATHY MULTICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA;;MULTIMINICORE DISEASE WITH EXTERNAL OPHTHALMOPLEGIA	0.56087475	22.43499
CREATINE PHOSPHOKINASE, ELEVATED SERUM	0.5606059999999999	22.424239999999998
AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED	0.5570273	22.281092
SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY-PREDOMINANT, 1, AUTOSOMAL DOMINANT; SMALED1	0.5555556	22.222224
CHIARI MALFORMATION TYPE I	0.5217391	20.869564
LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3	0.50617284	20.2469136
INCLUSION BODY MYOSITIS	0.504329	20.173160000000003
RIGID SPINE MUSCULAR DYSTROPHY 1	0.5	20.0
PYLORIC STENOSIS, INFANTILE HYPERTROPHIC 1	0.5	20.0
#608895 MACULAR DEGENERATION, AGE-RELATED, 3; ARMD3	0.5	20.0
FILAMINOPATHY, AUTOSOMAL DOMINANT	0.458333	18.33332
STUVE-WIEDEMANN SYNDROME	0.45686059	18.2744236
OPHTHALMOPLEGIA, EXTERNAL, AND MYOPIA	0.44444399999999995	17.777759999999997
TRICHOHEPATONEURODEVELOPMENTAL SYNDROME; THNS	0.39416132	15.7664528
