syndrome	score	normalized_score
HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA	2.0	100.0
EHLERS-DANLOS SYNDROME, TYPE I	1.30008814	65.004407
COFFIN-SIRIS SYNDROME 1; CSS1	1.1200831800000002	56.00415900000001
DIGEORGE SYNDROME; DGS	1.0168114600000002	50.84057300000001
MOWAT-WILSON SYNDROME; MOWS	1.01428046	50.714023
FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 1; CFEOM1	1.00847458	50.423728999999994
PRIMARY ANGIITIS OF THE CENTRAL NERVOUS SYSTEM	1.00537634	50.268817
100050 AARSKOG SYNDROME, AUTOSOMAL DOMINANT	1.00223445	50.1117225
HEMIFACIAL HYPERPLASIA WITH STRABISMUS	1.00124533	50.0622665
DUPLICATION OF THE PITUITARY GLAND	1.00098912	50.049456000000006
CAMPTODACTYLY-TALL STATURE-SCOLIOSIS-HEARING LOSS SYNDROME	1.0	50.0
EHLERS-DANLOS SYNDROME, VASCULAR TYPE; EDSVASC	1.0	50.0
DYSTROPHIC EPIDERMOLYSIS BULLOSA	1.0	50.0
CHIARI MALFORMATION TYPE II	1.0	50.0
CONGENITAL MUSCULAR DYSTROPHY, ULLRICH TYPE	0.84180758	42.090379
ULLRICH CONGENITAL MUSCULAR DYSTROPHY 1	0.84037525	42.0187625
X-LINKED FEMALE RESTRICTED FACIAL DYSMORPHISM-SHORT STATURE-CHOANAL ATRESIA-INTELLECTUAL DISABILITY	0.65470597	32.7352985
PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 4	0.59903918	29.951959
XYLT1-CDG	0.53449406	26.724702999999998
FIBULAR HEMIMELIA	0.5277778	26.388889999999996
CLUSTER HEADACHE, FAMILIAL	0.5277778	26.388889999999996
KYPHOSCOLIOTIC EHLERS-DANLOS SYNDROME	0.5276555500000001	26.382777500000003
PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)	0.5273268099999999	26.366340499999996
BRANCHIOSKELETOGENITAL SYNDROME	0.51591388	25.795694
BECKWITH-WIEDEMANN SYNDROME	0.51584318	25.792158999999998
AHDC1-RELATED INTELLECTUAL DISABILITY-OBSTRUCTIVE SLEEP APNEA-MILD DYSMORPHISM SYNDROME	0.5148778799999999	25.743893999999994
MOSAIC TRISOMY 1	0.51166797	25.583398499999998
HEMIFACIAL ATROPHY, PROGRESSIVE; HFA	0.50980392	25.490195999999997
URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME; FCMSU	0.50537634	25.268817
INTELLECTUAL DEVELOPMENTAL DISORDER WITH MACROCEPHALY, SEIZURES, AND SPEECH DELAY; IDDMSSD	0.50502513	25.251256500000004
TELO2-RELATED INTELLECTUAL DISABILITY-NEURODEVELOPMENTAL DISORDER	0.5046791599999999	25.233957999999994
CARDIAC-VALVULAR EHLERS-DANLOS SYNDROME	0.50371447	25.1857235
NEURODEGENERATION DUE TO 3-HYDROXYISOBUTYRYL-COA HYDROLASE DEFICIENCY	0.50124533	25.062266500000003
RESTRICTIVE DERMOPATHY	0.50098912	25.049456
TRIGEMINAL NEURALGIA	0.5	25.0
NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H; CSNB1H	0.5	25.0
MANDIBULOACRAL DYSPLASIA	0.5	25.0
HEMIPARKINSONISM-HEMIATROPHY SYNDROME	0.5	25.0
SPONDYLOPERIPHERAL DYSPLASIA	0.5	25.0
THUMB, DISTAL HYPEREXTENSIBILITY OF	0.5	25.0
BRAIN MALFORMATIONS-MUSCULOSKELETAL ABNORMALITIES-FACIAL DYSMORPHISM-INTELLECTUAL DISABILITY SYNDROME	0.46907812000000004	23.453906000000003
HUTCHINSON-GILFORD PROGERIA SYNDROME	0.43333299999999997	21.666649999999997
WILLIAMS-BEUREN SYNDROME; WBS	0.38623252999999996	19.3116265
8Q24.3 MICRODELETION SYNDROME	0.38009035	19.004517500000002
OSGOOD-SCHLATTER DISEASE	0.366667	18.33335
INTELLECTUAL DISABILITY-CARDIAC ANOMALIES-SHORT STATURE-JOINT LAXITY SYNDROME	0.36213382	18.106691
7Q11.23 MICRODUPLICATION SYNDROME	0.35491438000000003	17.745719
PITUITARY DERMOID AND EPIDERMOID CYSTS	0.35	17.5
PYCR2-RELATED MICROCEPHALY-PROGRESSIVE LEUKOENCEPHALOPATHY	0.34929021	17.4645105
