syndrome	score	normalized_score
DRAVET SYNDROME	2.9482029999999995	100.0
CHILDHOOD ABSENCE EPILEPSY	2.5207408499999997	85.50092547901214
AURICULOCONDYLAR SYNDROME	2.333878554	79.16274944432254
ROLANDIC EPILEPSY-PAROXYSMAL EXERCISE-INDUCED DYSTONIA-WRITER'S CRAMP SYNDROME	2.333333	79.1442448162491
TOWNES-BROCKS SYNDROME 1; TBS1	1.713722434	58.12769453121105
EARLY INFANTILE EPILEPTIC ENCEPHALOPATHY	1.6684777039999998	56.59304003150394
MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME	1.645175719	55.802660773359236
INFANTILE HYPOTONIA-OCULOMOTOR ANOMALIES-HYPERKINETIC MOVEMENTS-DEVELOPMENTAL DELAY SYNDROME	1.5640232699999999	53.05005354108927
CORNELIA DE LANGE SYNDROME 1	1.509313349	51.194349541059424
OROFACIODIGITAL SYNDROME TYPE 4	1.350545554	45.80910995613261
MYOCLONIC-ASTASTIC EPILEPSY	1.3442351540000002	45.59506770734581
INTELLECTUAL DISABILITY-SEIZURES-HYPOPHOSPHATASIA-OPHTHALMIC-SKELETAL ANOMALIES SYNDROME	1.31295385	44.53403819207837
PALLISTER-HALL SYNDROME	1.280121434	43.42039656020973
LENNOX-GASTAUT SYNDROME	1.2670541100000001	42.97716642985576
MANDIBULOFACIAL DYSOSTOSIS-MICROCEPHALY SYNDROME	1.255422489	42.5826338620509
EPILEPSY, FAMILIAL TEMPORAL LOBE, 3; ETL3	1.1936939999999998	40.48886728627574
COMBINED OXIDATIVE PHOSPHORYLATION DEFECT TYPE 27	1.164156114	39.486972708460044
MICROPHTHALMIA-BRAIN ATROPHY SYNDROME	1.1521162600000001	39.07859329903675
ALLAN-HERNDON-DUDLEY SYNDROME	1.1321738899999998	38.40216871090627
MYOPATHIC EHLERS-DANLOS SYNDROME	1.1292528	38.3030883558561
EARLOBE CREASE	1.125	38.15883777338264
TRISOMY 8P	1.103323199	37.42358307755607
POLYHYDRAMNIOS-MEGALENCEPHALY-SYMPTOMATIC EPILEPSY SYNDROME	1.1014010799999998	37.358386786798604
MICROCEPHALY-INTELLECTUAL DISABILITY-SENSORINEURAL HEARING LOSS-EPILEPSY-ABNORMAL MUSCLE TONE SYNDROME	1.081343814	36.6780650450461
HYPEREKPLEXIA-EPILEPSY SYNDROME	1.0686936999999999	36.24898624687649
SLC35A2-CDG	1.052819604	35.71055330993151
BENIGN OCCIPITAL EPILEPSY	1.027027	34.835694828341204
GLOBAL DEVELOPMENTAL DELAY-VISUAL ANOMALIES-PROGRESSIVE CEREBELLAR ATROPHY-TRUNCAL HYPOTONIA SYNDROME	1.022863704	34.694480129082024
ROLANDIC EPILEPSY	1.021574	34.65073470178275
JOUBERT SYNDROME 1	1.016462574	34.4773604124275
MICROCEPHALIC PRIMORDIAL DWARFISM DUE TO RTTN DEFICIENCY	1.0151217989999999	34.43188270956919
RETT SYNDROME; RTT	1.010342529	34.2697748085868
ATONIC-ASTATIC SYNDROME OF FOERSTER	1.00689655	34.15289076091437
GLYCOSYLPHOSPHATIDYLINOSITOL BIOSYNTHESIS DEFECT 17; GPIBD17	1.001086973	33.95583591089217
ATAXIA, SENSORY, AUTOSOMAL DOMINANT	1.0	33.91896690967346
EARRING HOLES, NATURAL	1.0	33.91896690967346
CRYPTOTIA, FAMILIAL	1.0	33.91896690967346
HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA	1.0	33.91896690967346
HAIRY EARS	1.0	33.91896690967346
HEREDITARY ANGIOEDEMA TYPE 1	1.0	33.91896690967346
AUTOSOMAL DOMINANT SPASTIC PARAPLEGIA TYPE 10	1.0	33.91896690967346
PAROXYSMAL KINESIGENIC DYSKINESIA	1.0	33.91896690967346
RELAPSING POLYCHONDRITIS	1.0	33.91896690967346
MYOCLONIC EPILEPSY OF LAFORA	0.93788904	31.812227312705403
PROGRESSIVE MYOCLONIC EPILEPSY TYPE 3	0.92074085	31.230578423534617
AURICULOCONDYLAR SYNDROME 1; ARCND1	0.9172414	31.111880694782556
AURICULOCONDYLAR SYNDROME 2; ARCND2	0.8999999999999999	30.527070218706108
ALACRIMIA-CHOREOATHETOSIS-LIVER DYSFUNCTION SYNDROME	0.8876050639999999	30.106646794674592
NON-PROGRESSIVE CEREBELLAR ATAXIA WITH INTELLECTUAL DISABILITY	0.842211884	28.566957024329742
LAFORA DISEASE	0.78884221	26.75671281794368
EPILEPSY, LATERAL TEMPORAL LOBE, AUTOSOMAL DOMINANT	0.7706171	26.138535914928525
GENERALIZED EPILEPSY WITH FEBRILE SEIZURES-PLUS	0.75940841	25.758348729717735
FEMALE RESTRICTED EPILEPSY WITH INTELLECTUAL DISABILITY	0.750931904	25.470834403194086
PROGRESSIVE SUPRANUCLEAR PALSY-PURE AKINESIA WITH GAIT FREEZING SYNDROME	0.74700873	25.337764394107193
EARLY MYOCLONIC ENCEPHALOPATHY	0.719145614	24.3926762845028
CONGENITAL CONTRACTURAL ARACHNODACTYLY	0.7	23.743276836771418
XQ12-Q13.3 DUPLICATION SYNDROME	0.68797398	23.335366662336348
MENTAL RETARDATION, X-LINKED, SYNDROMIC, CHRISTIANSON TYPE	0.6844867539999999	23.217083559035796
MENTAL RETARDATION, X-LINKED, SYNDROMIC 33	0.683184133	23.17290000044095
X-LINKED INTELLECTUAL DISABILITY, SNYDER TYPE	0.67494477	22.89342931948716
CLCN4-RELATED X-LINKED INTELLECTUAL DISABILITY SYNDROME	0.673464634	22.843224635481345
DISTAL XQ28 MICRODUPLICATION SYNDROME	0.672369074	22.806064372093786
MACROSTOMIA-PREAURICULAR TAGS-EXTERNAL OPHTHALMOPLEGIA SYNDROME	0.666667	22.612655912771277
ROLANDIC EPILEPSY-SPEECH DYSPRAXIA SYNDROME	0.6467644000000001	21.937580281954812
SPINOCEREBELLAR ATAXIA TYPE 10	0.62473414	21.190336622003308
BILATERAL POLYMICROGYRIA	0.6240021039999999	21.165506717142613
EARLY-ONSET EPILEPTIC ENCEPHALOPATHY-CORTICAL BLINDNESS-INTELLECTUAL DISABILITY-FACIAL DYSMORPHISM SYNDROME	0.61220798	20.76546221545803
CENTRALOPATHIC EPILEPSY	0.6047009000000001	20.510829817349762
TRISOMY 18	0.602176874	20.4252174629766
ADNP SYNDROME	0.598979939	20.316780730499225
ISOLATED SUCCINATE-COQ REDUCTASE DEFICIENCY	0.5967572	20.241387719909383
SCALP-EAR-NIPPLE SYNDROME	0.5847309500000001	19.833469744111927
PHOSPHOSERINE AMINOTRANSFERASE DEFICIENCY	0.5840166	19.8092397301
SCALP-EAR-NIPPLE SYNDROME; SENS	0.5796563499999999	19.661344554632095
SPORADIC INFANTILE BILATERAL STRIATAL NECROSIS	0.57496951	19.50237178376116
PERIORAL MYOCLONIA WITH ABSENCES	0.5657097099999999	19.188288933970966
X-LINKED INTELLECTUAL DISABILITY-PSYCHOSIS-MACROORCHIDISM SYNDROME	0.550630819	18.676828529107397
ATYPICAL PROGRESSIVE SUPRANUCLEAR PALSY SYNDROME	0.5428161300000001	18.411762351507008
BRACHYDACTYLY TYPE A2	0.537037	18.215740232270306
OTOONYCHOPERONEAL SYNDROME	0.5353489699999999	18.158483998557767
172500 PHOTOMYOCLONUS, DIABETES MELLITUS, DEAFNESS, NEPHROPATHY, AND CEREBRALDYSFUNCTION;;HERRMANN SYNDROME	0.5333330000000001	18.090104378836877
KYPHOSCOLIOTIC EHLERS-DANLOS SYNDROME	0.52753378	17.893400827554956
EPILEPSY, FAMILIAL TEMPORAL LOBE, 4	0.527027	17.876211373504475
BLEPHAROPHIMOSIS-INTELLECTUAL DISABILITY SYNDROME, VERLOES TYPE	0.5259578189999999	17.83994585854502
DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES; DEDSM	0.521519964	17.68941840165009
CRANIOSYNOSTOSIS-FIBULAR APLASIA SYNDROME	0.516670419	17.524926845268123
AUTOSOMAL DOMINANT CHARCOT-MARIE-TOOTH DISEASE TYPE 2A2	0.515625	17.48946731280038
MICROPHTHALMIA WITH LINEAR SKIN DEFECTS SYNDROME	0.5140044939999999	17.434501423409447
PETERS-PLUS SYNDROME; PTRPLS	0.5128741330000001	17.396160746054466
COMBINED OXIDATIVE PHOSPHORYLATION DEFECT TYPE 7	0.512368214	17.37900049623449
MICROGNATHIA-RECURRENT INFECTIONS-BEHAVIORAL ABNORMALITIES-MILD INTELLECTUAL DISABILITY SYNDROME	0.507846503	17.22562873045038
EPILEPSY, BENIGN NEONATAL, 2	0.50704225	17.19834929955638
CREATINE DEFICIENCY SYNDROME, X-LINKED	0.506888193	17.193123845271174
PETERS PLUS SYNDROME	0.506868234	17.192446856610623
FRAGILE X TREMOR/ATAXIA SYNDROME; FXTAS	0.50512821	17.133427040132585
DISTAL MYOTILINOPATHY	0.50492611	17.126572016920143
ARTHROGRYPOSIS, DISTAL, TYPE 2E	0.5027027	17.051156246703503
CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A; CMT4A	0.50235294	17.039292748837177
SYNDROMIC RECESSIVE X-LINKED ICHTHYOSIS	0.501086973	16.996352456055437
THUMBS, STIFF, WITH BRACHYDACTYLY TYPE A1 AND DEVELOPMENTAL DELAY	0.500545554	16.97798808291017
MEDULLOBLASTOMA	0.500545554	16.97798808291017
